POP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96
1,-27.64487472900065,-32.50910922447228,-4.066935262858897,5.521663552097231,-13.127746378276571,15.293612860671647,-3.1347890609485396,7.571465848748286,-32.50696141861888,37.49285804848281,-31.672343051436037,27.884570626255627,-31.757999516294543,12.364670358324732,-23.716591521534564,18.826448219685062,-15.082032161974183,10.551124777086075,-12.952899469501558,2.3085697652738086,-2.7043244910047237,9.881527865016938,-6.7583344110431565,4.244358520447066,-0.22857167245750204,8.563317727214907,-6.839181817176692,4.268385380256003,-5.694942512985244,1.1270764052227968,-0.720191142926105,-1.6329157429376027,0.9744133441663692,9.59607569111878,-5.95118595184488,18.933653488720793,2.6829308544412367,-2.1013721930217804,-0.6250170663475996,-5.662713924707635,2.88393154609171,2.2650055934763675,6.0211367099172,6.701816122988574,-12.403517542069062,2.7053088979159488,0.6913101529553939,2.6416173713423046,5.561481032886912,3.018598177694569,-7.748041049862761,-3.36798657525264,-4.5035555105055,-0.9914152069681472,-1.9008014508050968,2.3344482698716815,4.187629816628577,0.11772255259299094,-2.272853148972012,-3.474485684153113,-3.1731519347112425,0.7824068666756658,0.3949142080787401,2.014359539529179,0.5068278894311429,0.8620021221991186,1.1779495615129372,5.6648307170226,2.6503229451941084,-2.320622629108137,-4.15780687636583,-4.43987981079272,-1.5825057302684318,-6.733485382916223,-0.6684620680425928,-2.2713948892049465,3.9198952983629467,6.59203506658379,1.753682369918742,12.2615959562801,1.9209367928637537,2.315119648892408,5.756897036763342,-7.030647930329294,-6.703310339833012,-2.459838224688934,-1.1587090654437473,-0.46064417465929497,-8.994505736361894,-1.148009224761497,18.505053493922098,8.634837546961224,-31.77850773827721,19.694822433290206,-0.19873306715593173,-2.592483519525679e-13
2,-31.446659174167994,-31.92474238766398,-1.2293768762669075,11.500110485402223,-8.464925126318382,19.013353857920873,-9.049927001986292,10.505722785267803,-40.15703245321753,41.98141933915254,-42.75027303497845,33.288424836603795,-42.04663507739147,17.564560283035984,-29.420266279086434,18.38825881479105,-15.942455513880407,17.60418301051773,-18.612437348784553,3.7269366372729373,-1.3871137329202878,8.538695165565523,-0.5991203355224375,4.693814734117073,-6.68666840431462,14.61336053771455,-8.070211738697045,15.384271254922647,-2.9645522662524044,6.57776212645147,1.9175395285895256,-3.143117217105917,0.6581540721381434,19.892192867791376,-16.491537668763357,40.0163391720723,5.224375810094179,-12.03926032569486,0.9045615788344598,-11.526699874589692,6.5267411936511195,8.165530802878335,11.756345230887293,2.9577432782050423,-22.542809523736775,2.5107259364545285,-6.939007202510826,10.354086254191719,6.76432528487694,11.381256790147727,-9.584566857701184,-2.191702751368381,-0.28102703136165946,2.3276417911997025,-3.750231907131515,0.3823600738482812,-1.2792452219437,-5.238571358576006,-1.0969201066531373,-1.2238016981816222,-3.314741013853857,2.543162548144085,-0.8511268577646376,0.08991808127653751,-3.995947005379911,-2.247227945356159,-0.9885774729458835,-3.0742021446135874,2.0211225566409134,3.0550650819853766,4.432612719683091,5.475724285537789,-2.8519234741110253,4.798955894541396,-1.0172229371478756,1.752179387807685,-1.5247734519161042,-4.4460885107381,-2.9991634920801395,-9.524984104083144,-1.54585961708572,0.25415354793634154,-3.2971729570284922,4.243162371778718,1.6203817135271605,0.5362738849178704,0.8266380776753663,1.1277419290815034,6.240752616263284,2.5192658690234864,-12.855277820803458,-7.268081151053676,18.493931078829963,-12.41281652346464,0.5533895933746659,-2.769311574491156e-13
3,-23.725684862741602,-33.72449677515085,2.2527783508086023,4.616859171257661,-17.296914422380166,14.540616012749224,-1.9823986769264914,7.937558230832146,-19.112640808830868,34.78480428616657,-36.16631370685807,32.40755117574984,-35.54771736585025,0.39483976110053576,-26.009540460403603,15.80352277002731,-10.389785953145397,5.7668083734592015,-16.358643053646404,-1.1228956222729924,5.284764981431541,0.04230314573619648,0.5305690521795668,8.173011479367188,-2.6922669998265127,-3.9304538584893773,-8.122918778692616,-6.725236642617357,2.1564872551008984,7.229071670397201,-1.420150032214156,-0.25448378658434023,0.3994608883951863,-9.503550200623,9.627352858491001,-19.960338346912323,-7.751997757057308,7.222868469670316,1.0481108105047166,9.33091747498561,-3.092211979058772,-3.804474949592278,-4.927474199474504,-2.9074458855118617,12.56688975453457,-1.291087755767222,-4.869626904463468,-3.0832872202825343,-9.019717945133472,-4.497887367501552,5.118627834610387,-5.197628079877528,-1.902141589998764,-3.8805942076456414,5.484059525330343,2.3166030386847623,-1.2971607431909151,8.00937631297883,1.1181705300999671,11.61967475609484,2.9106977526616604,1.363347272032559,2.0315890402026664,4.9452940738500075,26.641831432944773,9.617956772403543,-6.583698180681668,2.369852934337277,-27.54560827043249,1.7295928569831598,-15.270932464522732,-4.797039552246146,14.283638237360039,-0.7758356186376334,4.15338447225887,6.51476369099977,-9.96081826267307,3.8519067905503657,-6.213414425528131,11.096752819177947,-3.8608085562488137,-7.930893392376199,-6.757999570281509,6.246229586578292,7.666586661979126,5.238951881336932,4.720439598012572,-7.196919117273874,2.601603648733399,-1.4299762437400034,2.2101906133395577,3.025314960579245,7.310451433027262,-3.202010755062738,-0.21464509766761455,-2.8846272159127606e-13
4,-26.290195095280374,-43.37039279736101,6.2244583031654726,0.3466165678187775,-22.937558533260653,20.16571074778345,0.7852069671448293,19.392582153442103,-27.870251420432904,42.50563383020136,-41.75801623659729,40.16567248057198,-33.438164419859405,3.7909429790757323,-31.24079728708423,23.432212233163966,-7.378555142484049,7.754100822040585,-19.510062281405485,-0.11105207810610339,10.5561302903396,3.637666103074647,-0.6323559531721037,16.914230910450023,1.644762291445091,-11.337607322947656,-6.869907572312121,-17.987169982369775,5.294010638327789,8.834826899654745,1.8003647770292712,-6.346906404561278,-9.705621667178944,-23.64837859309786,19.919651268389966,-36.955783573926944,-7.010768322660647,13.590351548200454,6.703839067459668,9.396719366558223,-6.801544249063797,-3.1573670283155457,-13.966925560128209,-3.0837591592864637,22.386874929128556,-2.6258666828547326,7.068978767953283,-5.628464176009008,-0.49904860524809386,-8.787651747682453,12.310599063777534,4.074154240831315,1.3213507048270496,0.1811444619323215,-1.5785672881714008,-5.221711675677256,-2.4421117571218964,-3.6609418043737443,1.7561799577752488,-4.295313556251018,-0.2292104221022904,-3.5224906921734247,-2.579313994291953,-5.339695065580035,-18.54178961286036,-9.048905800585292,3.180413378967774,-0.5885980938190751,18.12583182545494,-0.32292065424405697,10.989871083720798,1.4675259893660997,-8.280903560700333,1.6181578096577058,-2.9289600671509493,-4.701486438053825,4.917480022714293,-3.2539630477097554,6.129534147909246,-9.522966202970943,2.9949068740486275,4.756098272199267,3.607188086596276,-3.7295237975375763,-4.617264968783587,-3.0549482713094833,-2.560218175938472,4.180534688057212,-1.2023185392931521,0.8023066208814624,-2.667020392021625,-3.6092143406032515,2.4063959134265116,-1.1021526560825463,-0.8213066700513075,-2.837073295475917e-13
5,-46.14566613094501,-63.411982942203,10.337735452132021,-39.23310631187595,-2.294962757032917,0.4475440575866459,4.679713108982463,5.132039572102322,-4.4063607163168115,-7.797918354604146,4.347517384317453,9.754244055593091,7.990093430325419,-7.765485260766979,10.947641210599256,0.9985926093025727,16.555994945061602,-6.804483476998809,1.2180844286562411,-14.00272554096144,6.951577655848028,5.255371222894626,33.639176435183806,-41.10106199948199,4.348444617460568,-50.65711717486431,-30.20914397646764,11.346785306026296,-24.173447018651906,16.836197138666094,3.9599765264896947,-5.73052329151824,-10.582643522310983,3.37264162513144,-3.3576085209460618,1.414651473200424,13.149050394442773,-9.729129313121977,3.3468196211280277,3.06818762218528,0.1867952913387374,7.210084571286086,0.02227760871862503,-7.4766640031880796,4.227707523096717,1.719833087580007,-6.142695397898157,-0.12918406519060124,-2.116095317433471,-2.7792111747314028,-2.7063516209375504,0.9656760405514078,1.6817264801722185,-4.4312846470237295,-0.36449936599744004,-6.3234486018294,7.202527076587242,7.065167859831954,-27.854846134968273,28.931436837609905,-11.485438802220635,-5.404859151597002,1.853071202497533,14.23953901020358,5.701628667344015,2.3016025018832096,11.241010786893511,-10.445767756656123,9.924680426166915,-1.6625810912328443,3.2434905676760426,-3.0640141176480684,0.16564398542034245,0.30684920292568907,-2.107782981713627,0.3629081372400497,0.3084863674891099,-0.15982219261802602,0.5126801191302002,-1.9345370434746398,1.6744483817637685,4.968727565664489,1.4790875935625778,1.9812568124911558,0.16947185340773757,0.4502234030950617,-2.1138228572846525,1.900897341362113,1.3657726178270702,1.9333633530921717,0.25013095596054885,2.1239887184790858,-1.1081709796010162,-0.25189471424519033,-1.9498702179724956,-2.953590063498046e-13
6,-48.888669461046746,-60.781988454939665,9.566534458945585,-43.73795480330496,2.62712215271533,-1.502267147620451,10.260853435326348,5.956950499880502,-9.76761448377017,-3.562324023601825,8.270675084585772,8.203040096703955,3.494222931441249,-13.112095551665117,14.583351358404883,5.7310734145198445,17.846065059643514,-5.2768938548037925,6.255490785820771,-20.426507821484794,7.719545466977068,3.554953537417607,35.063743720406514,-43.35109725454799,5.559322604986146,-44.567308688794576,-27.847987335455205,3.6526679516938625,-20.77922369650185,11.570374270998322,-0.9658038761340997,-9.040757355674815,-10.956102668832,4.00873207691099,0.9185256283736929,-4.0844044859684,4.294498269880969,-8.451811809365196,1.7894909802107994,-2.8276675517285854,3.900193745438702,-2.390687452201611,6.601884234098084,2.678799977153913,-2.2648724681151724,-2.7344454314890823,-1.271246883770563,2.715577359917173,0.9411736261382548,-0.7294931053427025,-5.627669776312512,0.971997155374387,4.465918014037731,-0.4973574431394675,0.003442717086616188,7.886466473804479,-4.650215637577408,-3.6679940655724352,29.52643792805734,-27.032059385004736,9.0739686022129309,1.8201299927909766,0.49218045112541864,-16.932725543846267,-10.597196178698033,-5.358141791315629,-13.45950001582079,9.017000557562437,-13.515705347465252,1.9089085276244946,-2.2467749516167523,1.6405167823336935,-0.02832799964190359,1.6265761062955855,-4.178360687345813,0.01929212086512819,2.2680906179446954,1.0342218924252329,0.6280112399940766,2.7425786418808684,-2.7067906958650445,-6.3555220994615365,-0.9941304091684204,0.35568778101057846,-0.3982117328242275,-0.19017006924539234,3.0012220700312104,-5.449021528623485,-0.1140862965991432,-0.33521707190551553,-0.6807235253568695,-1.2017885651754832,-0.8332801787996982,0.8533348001505949,1.3869222124199092,-2.838551334087558e-13
7,-39.71405130466148,-53.56577906810869,3.8843738669932297,-31.452084860877832,6.423309758507828,3.082467840415745,4.79877344290266,-24.572206747091435,-0.884955491753215,10.2471687981478,27.26499737629918,-13.856373772525105,-24.231453265958553,-14.578346923897627,5.535317130871589,-19.343159741904802,-18.593977155076356,-11.320747805707002,-10.427653631076826,-3.6365560650520017,10.020607553698131,-5.92541302819474,-0.07008393820333597,-4.611818800537066,8.082208017129469,4.518149388953456,-1.6854366597121364,-1.6654261910692156,-3.6108580677135373,-5.753690737812831,2.6190115093698627,4.598832101264386,1.5591049759952513,-6.7577929258222555,1.961568973828629,-4.935124660526188,-0.4888523019170653,-1.278717905337026,-0.8435560522836303,0.3423990205154829,8.412421872798584,-11.363642523970704,2.9697815333532773,17.056756015101815,-8.952971581815394,-6.850076543777508,8.605103389428804,-2.9707207273858582,2.470187682690106,3.2972891932942954,5.211652218389072,2.5823038302089354,-2.2419185107092385,2.6391556350396375,5.175715134015263,0.26294905827185017,1.9162456256599538,2.6588010941982767,-3.2855387199025174,4.428900732247016,-2.5564162815848053,5.481367944984461,-5.993238589917372,11.358658228581838,-0.7993494370711012,-1.0331470898397201,0.5357314429084243,29.5032744146979,6.5065188103320395,-32.555148282694596,-13.832116526764219,18.330966612542166,-2.366896496228955,-6.51479177855251,11.10170125342091,15.048745040833243,-1.6684406580503621,-6.18432236870579,2.352610759714121,-4.1292950694181085,-0.3586960413165073,-0.07802069086159248,-0.8846729991260316,-7.891248671264593,-0.019871957197339644,-4.6551015889517995,-1.5170211160432956,4.77288423549967,2.3788326922549303,-6.663856152898257,-1.8557646267312122,-3.422855560994052,4.343071283315436,-0.16693255608688437,2.239867047138895,-2.9304507496823173e-13
8,-44.988510354914304,-63.50595832992396,4.299225450174778,-35.54086245562158,8.161955046022623,9.10374333678029,7.812833022826833,-26.127163798018998,3.6271960692255143,19.736131262125397,35.542855709699715,-34.11438764035644,-33.03545828521555,-28.26328602062166,-1.3636926477775237,-25.460668515171484,-29.417442905347286,-8.361411962286992,-11.692445028222826,-4.221284415349033,24.642903271634403,-3.540179622566055,-10.074708223736526,-1.9020605980552554,2.319887732715199,9.581533473939787,-0.09421699746718258,-1.85158600126533,2.19355148065484,-7.276537848207133,1.9077870026974602,-0.7602528284425921,-4.9410175389707485,-8.794428704774198,11.225620417194481,1.4881529088441547,3.0062118194138567,10.08067907139401,2.0823569807931848,0.953282297245608,19.074786755437426,-16.522817650069104,14.291231423080472,34.936160886283545,-15.655626737137528,-8.582993975245643,27.06658979886308,0.6334415911546036,2.219613619881993,5.138764112844012,14.771282621864183,15.134093950346912,11.856136343686403,4.432406017195787,-1.1006978692227767,-2.6493517578309334,-5.244666299542119,2.518782175513824,-1.026758235507487,7.523932331645575,1.8941849678201337,-0.6234366068707661,5.624133970373035,1.0513560938858428,-1.9855007850581237,1.4428783736103716,-1.0122817609648795,-18.524860900269783,-5.198168680353486,16.884266428319894,8.839324108275855,-8.072101220189754,4.7840853300480095,4.25471375999537,-6.472499268616328,-5.614205127963668,0.9782047601802673,1.1962966931946164,-2.343828390010612,0.09643785102542206,1.9790158463892253,0.06875784971069024,-0.2968179582130142,3.7883558884772386,3.918682277956586,2.865077002124619,0.5710754142663802,-1.3400218924787402,-2.2877767151205024,3.9149921335127837,0.8053989957230292,0.7625471488858525,-1.73098272316194,0.36274468189907433,-0.6641197780247174,-2.6980522850605926e-13
9,-53.12902153776747,-60.401722386779916,15.236817058840485,-42.577325945846816,13.894724502621504,1.9558147878418786,5.53814836346589,-42.88940980385611,0.4351376286742928,16.0798622659957,56.72957748599851,-44.30909031774729,-48.52575344677988,-36.29142460954546,-6.75098299948565,-42.50432863951098,-50.320185691527804,-14.829084568268783,-14.599685437543789,0.6247911558152331,32.40968607929202,-2.8255877589572465,-3.277449880197019,25.308032141178888,-11.911145665071722,7.01661491288308,7.661442434462931,-2.4405271494994394,12.593611240130436,1.8503875642575762,-3.387827735010067,-6.784978771048242,-9.338646600902582,17.479529783284306,-10.913328095383914,2.191963040996756,9.83062044950128,1.2093378170745228,7.251523010129716,10.954780158815144,-18.09576265798002,14.711429493343962,-5.978987172605051,-30.85076384276804,14.517838687706137,10.564903742237234,-21.536931291118663,4.303947333505733,-4.037434734204521,-6.663358670427574,-15.175402202155134,-6.927836909840508,-5.746773246888576,-5.837273203368136,-4.600456078831307,4.322573497937923,-0.5958094269499254,-0.8758205249374796,1.5771172589890292,-5.829843298275854,-2.304708915140789,-4.711597795586607,0.9545100296001912,-4.469980463185802,-0.3277449694272101,-3.4211732558792227,0.8149846752510455,-0.940887600646582,-0.7369652337131157,1.8474663885367182,1.136996039807282,-0.8681538116091456,-0.31626152424936577,5.411590366055734e-4,-1.2747193909568912,-2.3848747410571685,0.3610811172234424,1.3591988309277416,1.6308048539232634,0.3234070772569946,0.6792233605163374,-0.2955547767925978,0.4249711807651562,1.6105943652781152,-1.964619948664898,-1.1694603705357969,-0.059556351007552966,1.3418859390630236,1.1871148135912777,0.15586204871686843,-0.18037177739560992,0.3856397149505788,-2.249312750295428,-0.8830366373764834,0.35893833110782514,-2.695404663355383e-13
10,-48.71418528808663,-65.33650457749968,8.593822764819677,-46.219638692292094,-1.3829719216685574,-6.019362165808678,5.647335790480964,-15.949851780139753,3.64303573329933,-11.070464721016362,10.618459259712042,15.391591310733283,-5.761543205546894,15.035781170546619,8.542542540271894,3.3867545593742925,9.645268048724787,-16.393059116510177,-5.294095256845347,7.9450466069284795,-12.238839713522065,-9.09120501165855,1.279902026769154,3.6763680431749717,2.312353990357215,-0.5059045960774038,20.611228703806706,9.666607109508643,-7.008600095510338,-8.445581464790642,17.386161160015103,9.541668785824337,18.835916254904298,-13.764951740927325,7.350426869523549,7.96529844081242,-19.450591237869265,-16.818112424358894,-4.710821294509988,-2.1079851238697387,-5.5130864354632045,5.205657011192367,-16.57861547793154,-10.624329271828024,5.698518398056957,-5.524929534059499,2.747137900950253,1.099258584826018,1.9594823570020374,0.8951996876154328,-9.937931910593305,-3.9331352206911614,-2.3552440127812533,7.081378009139118,5.799006420104008,-2.595103377553121,-0.8634460205105687,-3.2008304738227493,-3.632147764588522,6.742224385173062,13.388429367698883,42.55174440357136,-21.422725916009778,8.819439568883555,-12.770494728464056,3.449789572544837,-6.0074115047606105,-2.517462622014677,-0.9921969441636954,9.915461535069829,9.693465025659513,-0.6063628177526748,6.233566537229322,0.0768656021302689,0.44988443301890285,1.3462017523258334,-3.214437766839726,2.899480934181769,-1.3064107830054825,2.3536996111827126,-1.0986648384874085,2.048329910192108,2.5334327573793796,-0.8293612648376448,-1.805414221434808,2.3395085387869208,0.904192711579588,-3.952932569242405,-2.7004290809978437,1.3614540959484582,0.7367908148218322,2.4580684218818027,0.31751130411245315,1.096124176753974,-0.14243571430248292,-1.9003749312032636e-13
